"lat","lon","camp","state","name","type","phone","devel","sites","nforg","elev","upd","hookups","toilets","water","date","url","camp_id","url_confirmed","directions","reservations","comments","town","dump","showers","rv_length","pets","ra_number","season","fee","air_mi_from_town","dir_from_town"
"42.147900","-88.291540","Buffalo Park Forest Preserve","IL","BUFF","SP",,,,,,"p","E",,,"100512","www.visitusa.com/illinois/camping/buffaloparkforestpreserve.htm","7613","0",,"NR","now closed day use only","Algonquin","DP",,"0",,"0",,,,
"37.580600","-88.884200","Buck Ridge  -  Lake Of Egypt","IL","BUCK","NF",,"3","41","90804","553",,"NH",,,"100512","forestcamping.com/dow/eastern/shn.htm","7614","0",,"NR",,"Ozark",,,"0",,"0",,,"7.1","W"
"39.553580","-88.613740","Bo Wood  - Lake Shelbyville","IL","BOWO","COE","217.774.3951",,"80",,"618",,"WES",,,"100512","corpslakes.usace.army.mil/visitors/projects.cfm?Id=B316691","7615","0",,"RS",,"Sullivan","DP","SH","0",,"73182","mid apr-late oct",,"3.2","S"
"38.694800","-89.235880","Boulder  - Lake Carlyle","IL","BOUL","COE","618.594.5253",,"90",,"457",,"WES",,"DW","100512","corpslakes.usace.army.mil/visitors/projects.cfm?Id=B302700","7616","0",,"RS",,"Carlyle","DP","SH","0","PA","73094","mid apr-mid oct",,"9.4","NE"
"42.286520","-90.402530","Blanding Landing - Mississippi River","IL","BLAL","COE","563.582.0881",,"40",,"615",,"E",,"DW","100512","corpslakes.usace.army.mil/visitors/projects.cfm?Id=B511550","7617","0",,"RS",,"Hanover","DP","SH","0","PA","73084","mid may-mid oct","L$","6.6","W"
"41.347900","-91.056396","Blanchard Island - Mississippi River","IL","BLAI","COE","563.263.7913",,"35",,"538",,"NH",,,"100512","corpslakes.usace.army.mil/visitors/projects.cfm?Id=B511550","7618","0",,"NR",,"Muscatine","ND","NS","0",,"0",,,"5.3","S"
"41.053880","-90.938940","Big River State Forest","IL","BIGR","SF","309.374.2496",,"100",,"535","cc","NH",,,"100512","dnr.state.il.us/lands/Landmgt/parks/R1/BIGRIVER.HTM","7619","0",,"NR",,"Keithsburg",,,"0",,"0",,,"3.2","S"
"39.211182","-89.976318","Beaver Dam State Park","IL","BEAV","SP","217.854.8020",,"75",,"539",,"E",,"DW","100512","dnr.state.il.us/Lands/landmgt/PARKS/R4/beaver.htm","7620","0",,"RS",,"Plainview","DP","SH","0","PA","451461","early apr-late dec",,"3.7","N"
"40.111816","-91.479492","Bear Creek - Mississippi River","IL","BEAR","COE","217.222.0918",,"30",,"482",,"NH",,,"100512","corpslakes.usace.army.mil/visitors/projects.cfm?Id=B511550","7621","0",,"NR",,"Marcelline","ND","NS","0",,"0",,,"5.9","W"
"37.826398","-88.910198","Arrowhead Lake","IL","ARRO","CP","618.983.3535",,"55",,"436",,"WE","FT","DW","100512","www.rvparkreviews.com/regions/Illinois/Johnston_City.html","7622","1",,,"older place but clean and nice","Johnston City","DP","SH","0",,"0","all year","L$","1.0","NE"
"40.452870","-90.800500","Argyle Lake State Park","IL","ARGY","SP","309.776.3422",,"160",,"689","cc","E",,"DW","100512","dnr.state.il.us/lands/landmgt/Parks/R1/ARGYLE.HTM","7623","0",,"RS",,"Colchester","DP","SH","0","PA","451341","early may-late dec",,"1.9","N"
"42.448820","-90.051540","Apple River Canyon State Park","IL","APPL","SP","815.745.3302",,"50",,"837","cc","WES",,,"100512","dnr.state.il.us/LANDS/Landmgt/PARKS/R1/APPLE.HTM","7624","0",,"RS",,"Apple River",,,"0","PA","451301","all year",,"4.6","SE"
"40.194500","-90.203890","Anderson Lake State Conservation Area","IL","ANDE","SFW","309.759.4484",,"100",,"453","cc","NH",,,"100512","dnr.state.il.us/lands/landmgt/parks/r1/ANDERSON.HTM","7625","0",,"NR",,"Browning","DP",,"0",,"0",,,"10","NE"
"41.438232","-90.768311","Andalusia Slough - Missssippi River","IL","ANDA","COE","563.263.7913",,"25",,"553",,"NH",,,"100512","corpslakes.usace.army.mil/visitors/projects.cfm?Id=B511550","7626","0",,"NR",,"Davenport","ND","NS","0",,"0",,,"11.5","SW"
"40.985596","-90.389893","Allison Lake Storey","IL","ALLI","CP","309.344.1534",,,,"760",,"E",,,"100512","www.ci.galesburg.il.us/parks/campground.htm","7627","1",,,,"Galesburg","DP",,"0",,"0",,"L$","2.8","N"
"20.023070","-155.822020","Spencer Beach Park  - Hawaii","HI","SPEN","CP","808.974.6200",,"25",,,,,,,"0","www.ehawaii.gov/Hawaii_County/camping/exe/campre.cgi","7628","0",,,,,,,"0",,"0",,,,
"21.302120","-157.874610","Sand Island State Rec Area - Oahu","HI","SAND","SRA","808.587.0300",,"35",,,"cc",,,,"0","www.hawaiistateparks.org/parks/oahu/index.cfm?park_id=31","7629","0",,,,"Honolulu",,,"0",,"0","all year",,"1.1","W"
"21.900250","-159.608490","Salt Pond Beach  - Kauai","HI","SALT","CP","808.244.6660",,,,,,,,,"0","www.kauai-hawaii.com/destinations.php?64","7630","0",,,,"Eleele",,,"0",,"0",,,"1.5","SW"
"19.134940","-155.505470","Punaluu Beach Park  - Hawaii","HI","PUNA","CP","808.691.8311",,"dispersed",,,"cc",,,"DW","0","www.ehawaii.gov/Hawaii_County/camping/exe/campre.cgi","7631","0",,,,"Mountain View",,,"0",,"0",,,"38.9","SW"
"20.677580","-156.329180","Polipoli Spring State Rec Area - Maui","HI","POLS","SRA","808.984.8109.",,,,"6217",,,,,"0","www.hawaiistateparks.org/parks/maui/Index.cfm?park_id=39","7632","0",,,,"Kula",,,"0",,"0","all year",,"7.8","S"
"22.089390","-159.752540","Polihale State Park - Kauai","HI","POLI","SP","808.241.3444",,"3",,,"cc",,,,"0","www.hawaiistateparks.org/camping/kauai.cfm","7633","0",,,,,,,"0",,"0","all year",,,
"20.720153","-156.199665","Paliku Dispersed - Haleakala National Park - Maui","HI","PALI","NP",,,,,"6380","p",,,,"0","www.nps.gov/history/history/online_books/hawaii-notes/vol6-59m.htm","7634","0",,"NR",,"Kula",,,"0",,"0",,,,
"21.172920","-157.011620","Palaau State Park - Molokai","HI","PALA","SP","808.984.8109",,,,"1420","cc",,,"NW","0","molokai.aloha-hawaii.com/activities/molokai+camping/","7635","0",,,,"Hoolehua",,,"0",,"0","all year",,"3.7","E"
"19.736400","-155.037130","Onekahakaha - Hawaii","HI","ONEK","CP","808.974.6200",,"25",,,"cc",,,,"0","www.royalelephant.com/bigisland/tours/beacheshilob.htm","7636","0",,,,"Hilo",,,"0",,"0",,,"3.5","E"
"21.954440","-159.364440","Niumalu Park - Kauai","HI","NIUM","CP","808.241.6660",,"50",,,,,,,"0","www.woodalls.com/campground/default.aspx?type=PlacesToCamp&subtype=TentCamping&city=&state=HI&campground=&keyword=&radius=25&showFeatured=False","7637","0",,,,"Lihue",,,"0",,"0",,,"1.9","S "
"19.425260","-155.295610","Namakani Paio - Hawaii Volcanoes National Park","HI","NAMA","NP","808.967.7321",,"dispersed",,"4000","cc",,,"DW","0","www.nps.gov/havo/planyourvisit/accessibility.htm","7638","0",,"NR",,"Volcano",,,"0",,"0",,,"4.3","W"
"19.112500","-155.828888","Manuka State Wayside - Hawaii","HI","MANU","SP","808.974.6200",,,,"1795",,,,"NW","0","www.hawaiistateparks.org/parks/hawaii/Index.cfm?park_id=53","7639","0",,"RS",,"Captain Cook",,,"0",,"0","all year",,"27.2","S"
"21.659970","-157.929110","Malaekahana  State Rec Area - Oahu","HI","MALA","SRA","808.587.0300",,"40",,,"cc",,,,"0","www.alternative-hawaii.com/fom/","7640","0",,,,"Kailua",,,"0",,"0","all year",,"21.6","NW"
"20.183140","-155.899990","Mahukona Beach Park  - Hawaii","HI","MAHU","CP","808.691.8311",,,,,"cc",,,"NW","0","www.ehawaii.gov/Hawaii_County/camping/exe/campre.cgi","7641","0",,,"dispersed",,,,"0",,"0",,,,
"19.439743","-154.864400","MacKenzie State Rec Area - Hawaii","HI","MACK","SRA","808.974.6200",,"4",,,,,,,"0","www.hawaiistateparks.org/parks/hawaii/index.cfm?park_id=52","7642","0",,"RS",,,,,"0",,"0","all year",,,
"21.952590","-159.665980","Lucy Wright Beach Park  - Kauai","HI","LUCY","CP","808.241.6660",,,,,,,,"DW","0","hawaii-travel.suite101.com/article.cfm/kauai_camping_and_beach_parks","7643","0",,,,"Waimea",,,"0",,"0",,,"0.5","SE"
"19.991720","-155.241370","Laupahoehoe Beach Park  - Hawaii","HI","LAUP","CP","808.974.6200",,"25",,,"cc",,,,"0","www.co.hawaii.hi.us/parks/Camping.htm","7644","0",,,,,,,"0",,"0",,,,
"0.000000","0.000000","Kualoa Regional Park  - Oahu","HI","KUAL","CP",,,"dispersed",,,"p",,,,"0","www.traveltohawaiireviewed.com/oahu/kualoa-park.html","7645","0",,,,,,,"0",,"0",,,,
"19.882077","-155.119743","Kolekole Beach Park  - Hawaii","HI","KOLE","CP","808.974.6200",,"25",,,,,,,"0","www.ehawaii.gov/Hawaii_County/camping/exe/campre.cgi","7646","0",,,,"Honomu",,,"0",,"0",,,"0.6","N "
"22.115570","-159.661900","Kokee Campground  - Kokee State Park - Kauai","HI","KOKE","SP","808.335.6061",,,,"3800","cc",,,,"0","www.hawaiistateparks.org/camping/kauai.cfm","7647","0",,,"dispersed","Waimea",,,"0",,"0","all year",,"10.9","N"
"22.112540","-159.561920","Koaie Primitive - Kokee State Park - Kauai","HI","KOAI","SP","808.274.3433",,,,"3600",,,,,"0","www.alternative-hawaii.com/activity/kecotr.htm","7648","0",,,"dispersed","Kilauea",,,"0",,"0","all year",,"11.8","SW"
"20.660815","-156.042766","Kipahulu Dispersed - Haleakal","HI","KIPA","NP",,,"dispersed",,,"p",,,,"0","science.nature.nps.gov/im/units/pacn/monitoring/plan/PACN_MP_AppendixE_Landscape.pdf","7649","0",,"NR","closed constr 6/09","H?na",,,"0",,"0",,,,
"0.000000","0.000000","Keokea Beach Park  - Hawaii","HI","KEOK","CP","808.691.8311",,,,,"p",,,,"0","www.konaweb.com/konaweb/camping.shtml","7650","0",,,"dispersed",,,,"0",,"0",,,,
"19.737222","-155.033055","Kealoha Beach Park  - Hawaii","HI","KEAL","CP","808.691.8311",,,,,"d",,,,"0","www.ehawaii.gov/Hawaii_County/camping/exe/campre.cgi","7651","0",,,"dispersed",,,,"0",,"0",,,,
"21.397130","-157.902330","Keaiwa Heiau State Rec Area - Oahu","HI","KEAI","SRA","808.587.0300",,"10",,,"cc",,,,"0","www.hawaiistateparks.org/parks/oahu/keaiwa.cfm","7652","0",,,,"Aiea",,,"0",,"0","all year",,"2.0","NE"
"20.900150","-156.438340","Kanaha Beach Park - Maui","HI","KANA","CP","808.270.7389",,"25",,,"cc",,,,"0","www.co.maui.hi.us/Facilities.aspx?Page=detail&RID=101","7654","1",,,"airport noise","Kahului Airport",,,"0",,"0",,,"0.5","N"
"20.043410","-155.432940","Kalopa State Rec Area - Hawaii","HI","KALO","SRA",,,"3",,"1813","cc",,,,"0","www.hawaiistateparks.org/parks/hawaii/Index.cfm?park_id=45","7655","0",,"RS",,"Honokaa",,,"0",,"0","all year",,"3.5","SE"
"21.993780","-159.341670","Hanamaulu Beach Park  - Kauai","HI","HANA","CP","808.241.6660",,"50",,,"cc",,,,"0","www.kauai.gov/government/departments/parksrecreation/campinginformation/tabid/176/default.aspx","7656","0",,,,"Lihue",,,"0",,"0",,,"2.1","NE"
"20.752823","-156.229105","Holua Dispersed - Haleakala National Park - Maui","HI","HOLU","NP","808.572.4400",,,,"6960",,,,,"0","science.nature.nps.gov/im/units/pacn/monitoring/plan/PACN_MP_AppendixE_Landscape.pdf","7657","0",,"NR","dispersed","Kula",,,"0",,"0",,,"6.8","SE"
"19.379860","-155.898020","Hookena Beach Park  - Hawaii","HI","HOOK","CP","808.691.8311",,,,,,,,"NW","0","www.ehawaii.gov/Hawaii_County/camping/exe/campre.cgi","7658","0",,,"dispersed","Captain Cook",,,"0",,"0",,,"8.2","S"
"20.768060","-156.237600","Hosmer Grove  - Haleakala National Park - Maui","HI","HOSM","NP","808.572.4400",,,,"6800","cc",,,,"0","www.nps.gov/hale/planyourvisit/drive-up-camping.htm","7659","0",,"NR",,"Kula",,,"0",,"0",,,"6.0","E"
"19.457701","-154.842385","Isaac Hale Beach Park  - Hawaii","HI","ISAA","CP","808.691.8311",,,,,,,"PT",,"0","www.ehawaii.gov/Hawaii_County/camping/exe/campre.cgi","7660","0",,,"dispersed",,,,"0",,"0",,,,
"21.543820","-157.884050","Kahana Valley State Park - Oahu","HI","KAHA","SP","808.587.0300",,"10",,,"cc",,,,"0","www.hawaiistateparks.org/parks/oahu/index.cfm?park_id=13","7661","0",,,,"Hauula",,,"0",,"0","all year",,"5.4","SE"
"22.220000","-159.566000","Haena Beach Park  - Kauai","HI","HAEN","CP","808.241.6660",,,,,,,"FT","DW","0","hawaii-travel.suite101.com/article.cfm/haena_beach_park_kauai","7662","0",,,,"Kilauea",,,"0",,"0",,,"9.9","W"
"20.811096","-156.621759","Camp Olowalu  - Maui","HI","CAMP","CP","808.661.4303",,,,,,,"FT","DW","0","www.campolowalu.com/","7663","0",,,"dispersed","Lahaina",,,"0",,"0",,,"6.1","SE"
"21.351000","-157.707000","Bellows Field Beach Park  - Oahu","HI","BELL","CP","808.523.4525",,"50",,,,,,,"0","www.aloha.com/~lifeguards/bellows.html","7664","0",,,,"Waimanalo",,,"0",,"0",,,"1","E"
"20.913770","-156.392180","Baldwin Beach Park  - Maui","HI","BALD","CP","808.270.7389",,,,,"d",,"PT","DW","0","www.mauiinformationguide.com/best-beaches.php","7665","0",,,"no camping",,,,"0",,"0",,,,
"22.224700","-159.458100","Anini Beach Park  - Kauai","HI","ANIN","CP","808.244.6660",,,,,"cc",,,"DW","0","www.kauai.gov/government/departments/parksrecreation/campinginformation/tabid/176/default.aspx","7666","0",,,,"Kilauea",,,"0",,"0",,,"3.1","W"
"22.146760","-159.305020","Anahola Beach Park   -  Kauai","HI","ANAH","CP","808.241.6660",,,,,"cc",,,"DW","0","hawaii-travel.suite101.com/article.cfm/kauai_camping_and_beach_parks","7667","0",,,,"Anahola",,,"0",,"0",,,"0.7","E"
"22.129510","-159.622250","Sugi Grove Primitive - Kokee State Park","HI","SUGI","SP","808.241.3433",,,,"3600",,,,,"0","www.wildernet.com/pages/rectype.cfm?areaID=HI&rectype=Camping&cu_id=1","7668","0",,,"4WD","Hanapepe",,,"0",,"0","all year",,"14.9","N"
"20.786640","-156.002250","Waianapanapa State Park - Maui","HI","WAIA","SP","808.984.8109",,,,,"cc",,,,"0","www.tripadvisor.com/Hotel_Review-g60639-d252307-Reviews-Waianapanapa_State_Park_Cabins-Wailuku_Maui_Hawaii.html","7669","0",,,,"H?na",,,"0",,"0","all year",,"2.2","NW"
"19.088030","-155.549180","Whittington Beach Park  - Hawaii","HI","WHIT","CP","808.691.8311",,,,,"cc",,,"NW","0","www.ehawaii.gov/Hawaii_County/camping/exe/campre.cgi","7670","0",,,,"Naalehu",,,"0",,"0",,,"2.9","NE"
"41.443604","-96.558838","Fremont Lakes  State Rec Area","NE","FREM","SRA","402.727.3290",,"812",,"1213",,"E",,"DW","120122","outdoornebraska.ne.gov/parks/guides/parksearch/gettypeURL.asp?designation=R","7671","1",,"RS",,"Fremont","DP","SH","0","PA","230078","all year",,"3.2","W"
"42.667236","-103.465576","Fort Robinson State Park","NE","FORT","SP","308.665.2900",,"125",,"3806",,"WES",,,"0","www.reserveamerica.com/camping/Fort_Robinson_Sp/r/campgroundDetails.do?contractCode=NE&parkId=230077","7672","0",,"RS",,"Crawford","DP","SH","0","PA","230077","all year",,"3.2","W"
"40.652166","-98.989433","Fort Kearny  State Rec Area","NE","FORK","SRA","308.865.5305",,"110",,"2106","cc","E",,"DW","120122","outdoornebraska.ne.gov/parks/guides/parksearch/gettypeURL.asp?designation=R","7673","0",,"RS",,"Kearney","DP","SH","45","PA","230098","all year",,"5.8","SE"
"41.016116","-96.316883","Eugene T. Mahoney State Park","NE","EUGE","SP","402.944.2523",,"150",,"1166","cc","WES",,"DW","0","nebraskastateparks.reserveamerica.com/camping/Eugene_T_Mahoney_Sp/r/campgroundDetails.do?contractCode=NE&parkId=230273&topTabIndex=CampingSpot","7674","0",,"RS",,"Ashland","DP","SH","45","PA","230273","all year",,"3.1","SE"
"40.431240","-101.519680","Enders Reservoir State Rec Area","NE","ENDE","SRA","308.394.5118",,"232",,"3149",,"E",,"DW","120122","outdoornebraska.ne.gov/parks/guides/parksearch/gettypeURL.asp?designation=R","7675","1",,"NR",,"Imperial","DP","SH","0",,"0",,"L$","8.8","SE"
"41.268860","-101.951580","Eagle Canyon - Lake McConaughy State Rec Area","NE","EAGL","SRA","308.287.2673",,"30",,"3279","cc",,,,"120122","outdoornebraska.ne.gov/parks/guides/parksearch/gettypeURL.asp?designation=R","7676","1",,"RS",,"Ogallala",,,"0",,"230099","all year",,"15.5","NW"
"41.716553","-96.691895","Dead Timber State Rec Area","NE","DEAD","SRA","402.664.3597",,"42",,"1265",,"E","VT","DW","120122","outdoornebraska.ne.gov/parks/guides/parksearch/gettypeURL.asp?designation=R","7677","1",,"NR",,"Scribner","ND","NS","0",,"0",,,"3.7","N"
"40.455566","-98.440186","Crystal Lake State Rec Area","NE","CRYS","SRA","308.385.6210",,"70",,"1801",,"E","VT","DW","120122","outdoornebraska.ne.gov/parks/guides/parksearch/gettypeURL.asp?designation=R","7678","1",,"NR",,"Ayr","ND","NS","0",,"0",,,"1.2","N"
"42.859350","-97.483080","Cottonwood - Lewis and Clark Lake","NE","COTT","COE","402.667.7873",,,,"1180","d",,,,"0","corpslakes.usace.army.mil/visitors/projects.cfm?Id=G606440","7679","0",,,"dupe",,,,"0",,"0",,,,
"42.915527","-101.677246","Cottonwood Lake  State Rec Area","NE","COTL","SRA","308.684.3428",,"30",,"3237",,"NH","VT","DW","120122","outdoornebraska.ne.gov/parks/guides/parksearch/gettypeURL.asp?designation=R","7680","1",,"NR",,"Merriman","ND","NS","0",,"0",,"L$","1.2","E"
"40.769531","-96.850342","Conestoga Lake  State Rec Area","NE","CONE","SRA","402.796.2362",,"57",,"1246",,"E","VT","DW","120122","outdoornebraska.ne.gov/parks/guides/parksearch/gettypeURL.asp?designation=R","7681","1",,"NR",,"Denton","DP","NS","0",,"0",,,"2.2","N"
"41.727452","-97.116868","Clarkson City Park","NE","CLAR","CP",,,,,"1490",,"E",,"DW","100317","www.city-data.com/city/Clarkson-Nebraska.html","7682","0",,,,"Clarkson","DP","SH","0",,"0",,"L$","0.3","E"
"40.765260","-98.588180","Cheyenne  State Rec Area","NE","CHEY","SRA","308.385.6210",,"8",,"1959","cc","NH",,"DW","120122","outdoornebraska.ne.gov/parks/guides/parksearch/gettypeURL.asp?designation=R","7683","0",,"NR",,"Grand Island","ND","NS","0",,"0",,"L$","17","SW"
"42.708470","-103.007130","Chadron State Park","NE","CHAD","SP","308.432.6167",,"90",,"3824","cc","E",,"DW","0","www.ngpc.state.ne.us/parks/places/campmaps/campmaps.asp","7684","0",,"RS",,"Chadron","DP","SH","0","PA","230042","all year","L$","8.4","S"
"41.204210","-101.668000","Cedar Vue - Lake McConaughy State Rec Area","NE","CEDA","SRA","308.284.8800",,"115",,"3268","cc","WES",,,"120122","outdoornebraska.ne.gov/parks/guides/parksearch/gettypeURL.asp?designation=R","7685","1",,"RS",,"Ogallala","DP","SH","0",,"230099","all year",,"5.9","NE"
"40.167725","-96.303223","Burchard Lake State Wildlife Area","NE","BURC","SFW","402.296.0041",,"10",,"1331",,,,,"0","www.lasr.net/travel/lake.php?Lake_ID=NE03lk002","7687","0",,"NR",,"Burchard",,,"0",,"0","all year","N$","2.9","NE"
"41.106689","-97.599365","Buckley City Park","NE","BUCK","CP","402.764.2561",,"12",,"1624",,"E",,"DW","100317","freecampsites.net/buckley-park/","7688","1",,,,"Stromsburg","DP","SH","0",,"0","all year","N$","0.7","SW"
"40.359020","-95.644780","Brownville  State Rec Area","NE","BROW","SRA","402.825.4551",,"130",,"892","cc","NH",,,"120122","outdoornebraska.ne.gov/parks/guides/parksearch/gettypeURL.asp?designation=R","7689","0",,"NR",,"Brownville","ND","NS","0",,"0",,"L$","2.8","S"
"41.679443","-103.111084","Bridgeport  State Rec Area","NE","BRID","SRA","308.436.2383",,"130",,"3668",,"NH",,,"120122","outdoornebraska.ne.gov/parks/guides/parksearch/gettypeURL.asp?designation=R","7690","1",,"NR",,"Bridgeport","DP","NS","0",,"0",,,"1.1","NW"
"40.973270","-96.891430","Branched Oak Lake State Rec Area","NE","BRAN","SRA","402.783.3400",,"600",,"1321","cc","WES",,,"120122","outdoornebraska.ne.gov/parks/guides/parksearch/gettypeURL.asp?designation=R","7691","0",,"RS",,"Raymond","DP","SH","0","PA","230034","all year",,"5.8","W"
"42.466550","-103.088490","Box Butte  State Rec Area","NE","BOXB","SRA","308.665.2903",,"54",,"4014","cc","E","VT","DW","120122","outdoornebraska.ne.gov/parks/guides/parksearch/gettypeURL.asp?designation=R","7692","0",,"NR",,"Hemingford","ND","NS","0",,"0",,,"10.0","N"
"41.275635","-98.991455","Bowman Lake  State Rec Area","NE","BOWM","SRA","308.745.0230",,"12",,"2060",,"NH","VT","DW","120122","outdoornebraska.ne.gov/parks/guides/parksearch/gettypeURL.asp?designation=R","7693","1",,"NR",,"Loup City","ND","NS","0",,"0",,"L$","1.3","W"
"40.625450","-96.794830","Bluestem  State Rec Area","NE","BLUE","SRA","402.471.5545",,"219",,"1331","cc","NH",,,"120122","outdoornebraska.ne.gov/parks/guides/parksearch/gettypeURL.asp?designation=R","7694","0",,"NR",,"Sprague","DP","NS","0",,"0",,"L$","2.6","W"
"42.638428","-100.607422","Big Alkali Lake State Wildlife Area","NE","BIGA","SFW","402.296.0041",,"30",,"2885",,"NH",,,"0","www.rvparksusa.com/ne.htm","7695","0",,"NR",,"Valentine",,"NS","0",,"0",,,"16.4","S"
"41.901611","-100.299561","Bessey Rec Area","NE","BESS","NF","308.533.2257","5","50","20701","2701",,"E",,"DW","0","freecampsites.net/bessey-recreation-area/","7696","1",,"RS",,"Halsey","DP","SH","0",,"74135","all year","L$","1.6","W"
"40.683660","-98.951500","Bassway Strip State Wildlife Area","NE","BASS","SFW",,,,,"2090","cc",,,,"0","www.nebraskabirdingtrails.com/site.asp?site=227","7697","0",,"NR",,"Kearney",,,"0",,"0",,,"6.9","E"
"42.599121","-100.551025","Ballards Marsh State Wildlife Area","NE","BALL","SFW","402.296.0041",,,,"2881",,"NH",,"NW","0","www.fws.gov/valentine/","7698","0",,"NR","dispersed","Valentine","ND","NS","0",,"0",,,"18.9","S"
"42.537109","-98.997803","Atkinson Lake  State Rec Area","NE","ATKI","SRA","402.684.2921",,"28",,"2095",,"E","VT","DW","120122","outdoornebraska.ne.gov/parks/guides/parksearch/gettypeURL.asp?designation=R","7699","1",,"NR",,"Atkinson","ND","NS","0",,"0",,,"1.1","W"
"41.413330","-100.196533","Arnold Lake  State Rec Area","NE","ARNO","SRA","308.848.2228",,"120",,"2694",,"E","PT",,"120122","www.visitnebraska.gov/component/myplanner/detail/accommodation/4000368","7700","1",,"NR",,"Arnold","DP","NS","0",,"0","all year",,"0.7","S"
"40.231689","-97.331787","Alexandria Lakes  State Rec Area","NE","ALEX","SRA","402.729.5777",,"45",,"1381",,"E","FT",,"120122","outdoornebraska.ne.gov/parks/guides/parksearch/gettypeURL.asp?designation=R","7701","1",,"NR",,"Alexandria","DP","NS","0",,"0",,,"3.2","E"
"42.689400","-101.154700","Steer Creek","NE","STEE","NF",,"3","21","20701","3055",,"E",,,"0","forestcamping.com/dow/rockymtn/neb.htm","7702","0",,"NR",,"Cody","ND","NS","0",,"0",,,"17.6","S"
"41.766602","-96.282959","Summit Lake  State Rec Area","NE","SUMM","SRA","402.374.1727",,"57",,"1128",,"NH","VT","DW","0","www.ngpc.state.ne.us/parks/places/campmaps/campmaps.asp","7703","0",,"NR",,"Tekamah","DP","NS","0",,"0",,,"3.3","W"
"41.125732","-101.137451","Sutherland State Rec Area","NE","SUTH","SRA","308.535.8025",,"85",,"3059",,"NH",,,"0","www.ngpc.state.ne.us/parks/places/campmaps/campmaps.asp","7704","0",,"NR",,"Sutherland","ND","NS","0",,"0",,,"2.2","S"
"40.170898","-101.109131","Swanson Reservoir  State Rec Area","NE","SWAN","SRA","308.276.2671",,"200",,"2825",,"HK",,,"0","www.ngpc.state.ne.us/parks/places/campmaps/campmaps.asp","7705","0",,"NR",,"Trenton","DP","SH","0",,"0",,,"5.1","W"
"42.858100","-103.583900","Toadstool","NE","TOAD","NF",,"3","6","20702","3783",,"NH","VT","DW","0","forestcamping.com/dow/rockymtn/neb.htm","7706","0",,"NR","has interesting geologic park","Crawford","ND","NS","0",,"0",,,"15.1","NW"
"41.219133","-96.349483","Two Rivers State Rec Area","NE","TWOR","SRA","402.359.5165",,"210",,"1109","cc","E",,,"0","www.roadcamping.com/rv/Nebraska/Waterloo/property_830/rv_parks_campgrounds.html","7707","0",,"RS",,"Venice","DP","SH","45","PA","230175","all year",,,
"40.145810","-95.725210","Verdon Lake  State Rec Area","NE","VERD","SRA","402.883.2575",,"20",,"930","cc","NH","VT","DW","0","www.rvparksusa.com/ne.htm","7708","0",,"NR",,"Verdon","ND","NS","0",,"0",,"L$","0.6","W"
"41.609375","-99.752686","Victoria Springs  State Rec Area","NE","VICS","SRA","308.749.2235",,"80",,"2520",,"E",,"DW","0","www.roadcamping.com/rv/Nebraska/Anselmo/property_804/rv_parks_campgrounds.html","7709","0",,"RS",,"Anselmo","DP","SH","0","PA","230179","all year","L$","5.8","E"
"42.225586","-97.018066","Victor City Park","NE","VICT","CP","402.375.1300",,"12",,"1447",,"WE",,"DW","100623","www.nebraskaoutlawtrail.org/camping.html","7710","1",,,"horse facilities","Wayne","DP","NS","0",,"0",,,"0.3","S"
"40.630590","-96.573770","Wagon Train State Rec Area","NE","WAGO","SRA","402.471.5566",,"108",,"1307","cc","E","VT","DW","0","www.roadcamping.com/rv/Nebraska/Lincoln/property_832/rv_parks_campgrounds.html","7711","0",,"NR",,"Hickman","DP","NS","0",,"0",,,"3.2","E"
"42.637695","-102.630859","Walgren Lake  State Rec Area","NE","WALG","SRA","308.432.6167",,"40",,"3740",,"NH","VT","DW","0","www.wildernet.com/pages/area.cfm?areaID=WLRANE&CU_ID=1","7712","0",,"NR",,"Hay Springs","ND","NS","0",,"0",,"L$","4.4","SE"
"41.796100","-100.264400","Whitetail","NE","WHIT","NF",,"2","21","20701","2690",,"NH",,,"0","forestcamping.com/dow/rockymtn/neb.htm","7713","0",,"NR",,"Dunning","ND","NS","0",,"0",,,"8.4","W"
"42.177734","-97.543701","Willow Creek  State Rec Area","NE","WILL","SRA","402.329.4053",,"110",,"1612",,"E",,"DW","0","www.ngpc.state.ne.us/parks/places/campmaps/campmaps.asp","7714","0",,"RS",,"Pierce","DP","SH","0","PA","230256","all year","L$","1.7","SW"
"40.707350","-98.845500","Windmill  State Rec Area","NE","WIND","SRA","308.468.5700",,"89",,"2054","cc","E",,"DW","0","www.ngpc.state.ne.us/parks/places/campmaps/campmaps.asp","7715","0",,"RS",,"Gibbon","DP","SH","45","PA","230196","all year",,"2.9","S"
"44.265137","-71.013184","Cold River","ME","COLD","NF",,,,"92200","580",,"NH",,,"100512","www.millermicro.com/gallery/ColdRiverCampJune2007/index.html","7716","0",,"NR",,"Fryeburg",,,"0",,"0",,,"17.3","N"
"44.853760","-67.152832","Cobscook Bay State Park","ME","COBS","SP","207.726.4412",,"100",,"57",,"NH",,"DW","120122","www.maine.gov/cgi-bin/online/doc/parksearch/index.pl","7717","0",,"RS",,"Dennysville","DP","SH","0",,"0","mid may-mid oct",,"5.1","SE"
